current_path,status,project,subfolder,proposed_target,size_bytes,mtime
/Users/sunniyaremchuk/Documents/E2025-07-CI-001 Allendale Billing #1 - 26_08_2025 (2) (1).pdf,duplicate,Allendale,(_Duplicates),/Users/sunniyaremchuk/RealEstate_Organized/_Duplicates/Allendale/E2025-07-CI-001 Allendale Billing #1 - 26_08_2025 (2) (1).pdf,98490,1766177159
/Users/sunniyaremchuk/Documents/Qualis Transaction list 20250808.pdf,duplicate,,(_Duplicates),/Users/sunniyaremchuk/RealEstate_Organized/_Duplicates/Unknown/Qualis Transaction list 20250808.pdf,59830,1766035471
/Users/sunniyaremchuk/Documents/alberta_permits_starter/requirements.txt,unique,,,/Users/sunniyaremchuk/RealEstate_Organized/_NeedsReview/requirements.txt,60,1766292374
/Users/sunniyaremchuk/Documents/alberta_permits_starter/README.md,unique,,,/Users/sunniyaremchuk/RealEstate_Organized/_NeedsReview/README.md,3366,1766292374
/Users/sunniyaremchuk/Documents/alberta_permits_starter/src/utilities/casl_checklist.md,unique,,,/Users/sunniyaremchuk/RealEstate_Organized/_NeedsReview/casl_checklist.md,1334,1766292374
/Users/sunniyaremchuk/Documents/Claude/Projects/Allendale 1/CMHC Submission Package/Allendale 6408 Cost Overview - CLEAN.xlsx,unique,Allendale,,/Users/sunniyaremchuk/RealEstate_Organized/Allendale/_NeedsReview/Allendale 6408 Cost Overview - CLEAN.xlsx,21497,1779657706
/Users/sunniyaremchuk/Documents/Claude/Projects/Allendale 1/CMHC Submission Package/Allendale 6408 Cost Overview - FINAL.xlsx,unique,Allendale,,/Users/sunniyaremchuk/RealEstate_Organized/Allendale/_NeedsReview/Allendale 6408 Cost Overview - FINAL.xlsx,39366,1779660361
/Users/sunniyaremchuk/Documents/Claude/Projects/Allendale 1/CMHC Submission Package/Allendale_6408_Cost-to-Date.xlsx,unique,Allendale,,/Users/sunniyaremchuk/RealEstate_Organized/Allendale/_NeedsReview/Allendale_6408_Cost-to-Date.xlsx,21323,1779590026
/Users/sunniyaremchuk/Documents/Claude/Projects/Allendale 1/CMHC Submission Package/Allendale_6408_5-Plex_BTY_Draft.xlsx,unique,Allendale,,/Users/sunniyaremchuk/RealEstate_Organized/Allendale/_NeedsReview/Allendale_6408_5-Plex_BTY_Draft.xlsx,28726,1779652601
/Users/sunniyaremchuk/Documents/Claude/Projects/Allendale 1/CMHC Submission Package/Allendale_6408_CMHC_Budget_$1.7M.xlsx,unique,Allendale,,/Users/sunniyaremchuk/RealEstate_Organized/Allendale/_NeedsReview/Allendale_6408_CMHC_Budget_$1.7M.xlsx,19968,1779590216
/Users/sunniyaremchuk/Documents/Claude/Projects/Allendale 1/CMHC Submission Package/Allendale_6408_CMHC_Cover_Memo.docx,unique,Allendale,,/Users/sunniyaremchuk/RealEstate_Organized/Allendale/_NeedsReview/Allendale_6408_CMHC_Cover_Memo.docx,17131,1779590343
/Users/sunniyaremchuk/Documents/Claude/Projects/Allendale 1/CMHC Submission Package/Allendale_6408_CMHC_Document_Index.docx,unique,Allendale,,/Users/sunniyaremchuk/RealEstate_Organized/Allendale/_NeedsReview/Allendale_6408_CMHC_Document_Index.docx,24961,1779590386
/Users/sunniyaremchuk/Downloads/Personal_Sunni_Larissa_Data (1).xlsx,primary,,,/Users/sunniyaremchuk/RealEstate_Organized/_NeedsReview/Personal_Sunni_Larissa_Data (1).xlsx,10627,1775014223
/Users/sunniyaremchuk/Downloads/10646_Exit.xlsx,unique,,,/Users/sunniyaremchuk/RealEstate_Organized/_NeedsReview/10646_Exit.xlsx,9707,1779297988
/Users/sunniyaremchuk/Downloads/miller-meadows-area-structure-plan-amendment-2023-15.pdf,unique,,Contracts,/Users/sunniyaremchuk/RealEstate_Organized/_Library/Contracts/miller-meadows-area-structure-plan-amendment-2023-15.pdf,1125235,1779407357
/Users/sunniyaremchuk/Downloads/Allendale_Sources_Uses_1.xlsx,unique,Allendale,,/Users/sunniyaremchuk/RealEstate_Organized/Allendale/_NeedsReview/Allendale_Sources_Uses_1.xlsx,10286,1779287686
/Users/sunniyaremchuk/Downloads/Sunrize_Network_Outreach_Guide_1.pdf,duplicate,,(_Duplicates),/Users/sunniyaremchuk/RealEstate_Organized/_Duplicates/Unknown/Sunrize_Network_Outreach_Guide_1.pdf,17832,1775838515
"/Users/sunniyaremchuk/Downloads/March 28, 2026.pdf",primary,,,"/Users/sunniyaremchuk/RealEstate_Organized/_NeedsReview/March 28, 2026.pdf",133716,1779048638
/Users/sunniyaremchuk/Downloads/Invoice - 0005.pdf,unique,,Financials,/Users/sunniyaremchuk/RealEstate_Organized/_Library/Financials/Invoice - 0005.pdf,44515,1777053316
"/Users/sunniyaremchuk/Downloads/March 28, 2027.pdf",duplicate,,(_Duplicates),"/Users/sunniyaremchuk/RealEstate_Organized/_Duplicates/Unknown/March 28, 2027.pdf",133716,1779048638
/Users/sunniyaremchuk/Downloads/Sunrize_Deal_Overview_For_Chris.docx,unique,,,/Users/sunniyaremchuk/RealEstate_Organized/_NeedsReview/Sunrize_Deal_Overview_For_Chris.docx,17915,1775762385
/Users/sunniyaremchuk/Downloads/Sunrize_Contractor_Onboarding_Checklist.pdf,unique,,,/Users/sunniyaremchuk/RealEstate_Organized/_NeedsReview/Sunrize_Contractor_Onboarding_Checklist.pdf,7071,1775845168
/Users/sunniyaremchuk/Downloads/10646_Pro_Forma_Clean.xlsx,unique,,,/Users/sunniyaremchuk/RealEstate_Organized/_NeedsReview/10646_Pro_Forma_Clean.xlsx,10675,1779241691
/Users/sunniyaremchuk/Downloads/Allendale_Partner_Steps.xlsx,unique,Allendale,,/Users/sunniyaremchuk/RealEstate_Organized/Allendale/_NeedsReview/Allendale_Partner_Steps.xlsx,8653,1779577526
/Users/sunniyaremchuk/Downloads/Allendale_6408_Cost_Overview_-_CLEAN.xlsx,unique,Allendale,,/Users/sunniyaremchuk/RealEstate_Organized/Allendale/_NeedsReview/Allendale_6408_Cost_Overview_-_CLEAN.xlsx,31935,1779658692
/Users/sunniyaremchuk/Downloads/Sunni_Personal_Net_Worth_Mar2026 (1).xlsx,unique,,,/Users/sunniyaremchuk/RealEstate_Organized/_NeedsReview/Sunni_Personal_Net_Worth_Mar2026 (1).xlsx,9497,1775011308
/Users/sunniyaremchuk/Downloads/Allendale_Lender_Final.xlsx,unique,Allendale,,/Users/sunniyaremchuk/RealEstate_Organized/Allendale/_NeedsReview/Allendale_Lender_Final.xlsx,20800,1778083148
/Users/sunniyaremchuk/Downloads/Sunrize_NDA_Editable.docx,primary,,,/Users/sunniyaremchuk/RealEstate_Organized/_NeedsReview/Sunrize_NDA_Editable.docx,10156,1775764964
/Users/sunniyaremchuk/Downloads/Allendale_Deal_Summary.xlsx,unique,Allendale,,/Users/sunniyaremchuk/RealEstate_Organized/Allendale/_NeedsReview/Allendale_Deal_Summary.xlsx,10147,1779284546
/Users/sunniyaremchuk/Downloads/Export_Contacts_undefined_May_2026_10_54_PM.csv,unique,,,/Users/sunniyaremchuk/RealEstate_Organized/_NeedsReview/Export_Contacts_undefined_May_2026_10_54_PM.csv,1513594,1778189879
/Users/sunniyaremchuk/Downloads/1_Cold_Caller_Script.docx,unique,,,/Users/sunniyaremchuk/RealEstate_Organized/_NeedsReview/1_Cold_Caller_Script.docx,17913,1775769837
/Users/sunniyaremchuk/Downloads/Lake_Ridge_Builder_Emails.xlsx,unique,Lake Ridge,,/Users/sunniyaremchuk/RealEstate_Organized/Lake Ridge/_NeedsReview/Lake_Ridge_Builder_Emails.xlsx,11548,1777481431
/Users/sunniyaremchuk/Downloads/20_Properties_Buyer_Pipeline_Plan.pdf,duplicate,,(_Duplicates),/Users/sunniyaremchuk/RealEstate_Organized/_Duplicates/Unknown/20_Properties_Buyer_Pipeline_Plan.pdf,11463,1778084873
/Users/sunniyaremchuk/Downloads/20_Properties_Buyer_Pipeline_Plan_1.pdf,primary,,,/Users/sunniyaremchuk/RealEstate_Organized/_NeedsReview/20_Properties_Buyer_Pipeline_Plan_1.pdf,11463,1778084894
/Users/sunniyaremchuk/Downloads/Allendale_Deal_Summary_2.xlsx,unique,Allendale,,/Users/sunniyaremchuk/RealEstate_Organized/Allendale/_NeedsReview/Allendale_Deal_Summary_2.xlsx,11430,1779287537
/Users/sunniyaremchuk/Downloads/Lake_Ridge_Builder_Outreach_v2.xlsx,unique,Lake Ridge,,/Users/sunniyaremchuk/RealEstate_Organized/Lake Ridge/_NeedsReview/Lake_Ridge_Builder_Outreach_v2.xlsx,15841,1777481025
/Users/sunniyaremchuk/Downloads/Allendale_Investor_Report_1.xlsx,unique,Allendale,,/Users/sunniyaremchuk/RealEstate_Organized/Allendale/_NeedsReview/Allendale_Investor_Report_1.xlsx,20027,1779287575
/Users/sunniyaremchuk/Downloads/Sunrize_Network_Outreach_Guide.pdf,unique,,,/Users/sunniyaremchuk/RealEstate_Organized/_NeedsReview/Sunrize_Network_Outreach_Guide.pdf,15901,1775770099
/Users/sunniyaremchuk/Downloads/Allendale_Build_Cost_Summary.xlsx,primary,Allendale,,/Users/sunniyaremchuk/RealEstate_Organized/Allendale/_NeedsReview/Allendale_Build_Cost_Summary.xlsx,11693,1779290502
/Users/sunniyaremchuk/Downloads/Allendale_Build_Cost_Summary_1.xlsx,duplicate,Allendale,(_Duplicates),/Users/sunniyaremchuk/RealEstate_Organized/_Duplicates/Allendale/Allendale_Build_Cost_Summary_1.xlsx,11693,1779290222
/Users/sunniyaremchuk/Downloads/Allendale_Cost_Summary_Simple.xlsx,unique,Allendale,,/Users/sunniyaremchuk/RealEstate_Organized/Allendale/_NeedsReview/Allendale_Cost_Summary_Simple.xlsx,8507,1779290746
/Users/sunniyaremchuk/Downloads/Lake_Ridge_Estates_Price_List.xlsx,unique,Lake Ridge,,/Users/sunniyaremchuk/RealEstate_Organized/Lake Ridge/_NeedsReview/Lake_Ridge_Estates_Price_List.xlsx,10811,1777481170
/Users/sunniyaremchuk/Downloads/Sunni_Personal_Net_Worth_Apr2026.xlsx,unique,,,/Users/sunniyaremchuk/RealEstate_Organized/_NeedsReview/Sunni_Personal_Net_Worth_Apr2026.xlsx,9453,1776869786
/Users/sunniyaremchuk/Downloads/Bookkeeping_Workbook.xlsx,unique,,,/Users/sunniyaremchuk/RealEstate_Organized/_NeedsReview/Bookkeeping_Workbook.xlsx,76171,1775019551
/Users/sunniyaremchuk/Downloads/Manhattan Henock .xlsx,unique,Manhattan,,/Users/sunniyaremchuk/RealEstate_Organized/Manhattan/_NeedsReview/Manhattan Henock .xlsx,35506,1778620042
/Users/sunniyaremchuk/Downloads/CA_Multifamily_3_Properties.pdf,duplicate,,(_Duplicates),/Users/sunniyaremchuk/RealEstate_Organized/_Duplicates/Unknown/CA_Multifamily_3_Properties.pdf,8419,1777939866
/Users/sunniyaremchuk/Downloads/Allendale_Deal_Summary_1.xlsx,unique,Allendale,,/Users/sunniyaremchuk/RealEstate_Organized/Allendale/_NeedsReview/Allendale_Deal_Summary_1.xlsx,11710,1779285211
/Users/sunniyaremchuk/Downloads/Allendale_Investor_Report_2.xlsx,unique,Allendale,,/Users/sunniyaremchuk/RealEstate_Organized/Allendale/_NeedsReview/Allendale_Investor_Report_2.xlsx,21444,1779287961
/Users/sunniyaremchuk/Downloads/Allendale_Investor_Report_3.xlsx,unique,Allendale,,/Users/sunniyaremchuk/RealEstate_Organized/Allendale/_NeedsReview/Allendale_Investor_Report_3.xlsx,23327,1779293367
/Users/sunniyaremchuk/Downloads/Allendale_Summary.xlsx,duplicate,Allendale,(_Duplicates),/Users/sunniyaremchuk/RealEstate_Organized/_Duplicates/Allendale/Allendale_Summary.xlsx,11693,1779290176
/Users/sunniyaremchuk/Downloads/Co-Star_  New York (After 2014).xlsx,unique,,,/Users/sunniyaremchuk/RealEstate_Organized/_NeedsReview/Co-Star_  New York (After 2014).xlsx,1638050,1778514544
/Users/sunniyaremchuk/Downloads/Sunni Yaremchuk NDA.docx,unique,,Contracts,/Users/sunniyaremchuk/RealEstate_Organized/_Library/Contracts/Sunni Yaremchuk NDA.docx,16547,1775765190
/Users/sunniyaremchuk/Downloads/WhatsApp Image 2026-03-31 at 23.27.29 (1).jpeg,duplicate,,(_Duplicates),/Users/sunniyaremchuk/RealEstate_Organized/_Duplicates/Unknown/WhatsApp Image 2026-03-31 at 23.27.29 (1).jpeg,134867,1775021290
"/Users/sunniyaremchuk/Downloads/April 28, 2026.pdf",unique,,,"/Users/sunniyaremchuk/RealEstate_Organized/_NeedsReview/April 28, 2026.pdf",129203,1779048601
/Users/sunniyaremchuk/Downloads/WhatsApp Image 2026-03-31 at 23.27.29.jpeg,duplicate,,(_Duplicates),/Users/sunniyaremchuk/RealEstate_Organized/_Duplicates/Unknown/WhatsApp Image 2026-03-31 at 23.27.29.jpeg,111173,1775021283
/Users/sunniyaremchuk/Downloads/Allendale_Sources_Uses.xlsx,unique,Allendale,,/Users/sunniyaremchuk/RealEstate_Organized/Allendale/_NeedsReview/Allendale_Sources_Uses.xlsx,10036,1779287567
/Users/sunniyaremchuk/Downloads/Allendale_Investor_Report.xlsx,unique,Allendale,,/Users/sunniyaremchuk/RealEstate_Organized/Allendale/_NeedsReview/Allendale_Investor_Report.xlsx,19890,1779241027
/Users/sunniyaremchuk/Downloads/WhatsApp Image 2026-03-31 at 23.15.11.jpeg,duplicate,,(_Duplicates),/Users/sunniyaremchuk/RealEstate_Organized/_Duplicates/Unknown/WhatsApp Image 2026-03-31 at 23.15.11.jpeg,134867,1775231685
/Users/sunniyaremchuk/Downloads/vancouver_commercial_agents_rolling.xlsx,unique,,,/Users/sunniyaremchuk/RealEstate_Organized/_NeedsReview/vancouver_commercial_agents_rolling.xlsx,16769,1776879004
/Users/sunniyaremchuk/Downloads/Allendale 5 Unit Budget .xlsx,unique,Allendale,Financials,/Users/sunniyaremchuk/RealEstate_Organized/Allendale/Financials/Allendale 5 Unit Budget .xlsx,97297,1779660839
/Users/sunniyaremchuk/Downloads/Allendale_CMHC_Budget.xlsx,unique,Allendale,,/Users/sunniyaremchuk/RealEstate_Organized/Allendale/_NeedsReview/Allendale_CMHC_Budget.xlsx,20440,1779739412
/Users/sunniyaremchuk/Downloads/Sunrize NDA.docx,unique,,Contracts,/Users/sunniyaremchuk/RealEstate_Organized/_Library/Contracts/Sunrize NDA.docx,10179,1775760720
/Users/sunniyaremchuk/Downloads/Lake_Ridge_Builder_Outreach_List.xlsx,unique,Lake Ridge,,/Users/sunniyaremchuk/RealEstate_Organized/Lake Ridge/_NeedsReview/Lake_Ridge_Builder_Outreach_List.xlsx,12518,1777480422
/Users/sunniyaremchuk/Downloads/Allendale 6 Unit .xlsx,unique,Allendale,,/Users/sunniyaremchuk/RealEstate_Organized/Allendale/_NeedsReview/Allendale 6 Unit .xlsx,22454,1779295527
/Users/sunniyaremchuk/Downloads/commitmentletter6408106st 2/Peakhill Wire EFT Instructions.pdf,duplicate,,(_Duplicates),/Users/sunniyaremchuk/RealEstate_Organized/_Duplicates/Unknown/Peakhill Wire EFT Instructions.pdf,116751,1765231810
/Users/sunniyaremchuk/Downloads/commitmentletter6408106st 2/CMLS Broker Disclosure Form.pdf,duplicate,,(_Duplicates),/Users/sunniyaremchuk/RealEstate_Organized/_Duplicates/Unknown/CMLS Broker Disclosure Form.pdf,121067,1765231810
/Users/sunniyaremchuk/Downloads/commitmentletter6408106st 2/CMLS Invoice - COI Placement Fee.pdf,duplicate,,(_Duplicates),/Users/sunniyaremchuk/RealEstate_Organized/_Duplicates/Unknown/CMLS Invoice - COI Placement Fee.pdf,487429,1765231810
/Users/sunniyaremchuk/Downloads/commitmentletter6408106st 2/Peakhill Commitment Letter 6408 106 St.pdf,duplicate,6408 106,(_Duplicates),/Users/sunniyaremchuk/RealEstate_Organized/_Duplicates/6408 106/Peakhill Commitment Letter 6408 106 St.pdf,465100,1765231810
/Users/sunniyaremchuk/Downloads/Rize Dev Site /IMG_8369.PNG,unique,,Photos,/Users/sunniyaremchuk/RealEstate_Organized/_Library/Photos/IMG_8369.PNG,2686843,1757724370
/Users/sunniyaremchuk/Downloads/realdeal/Multifamily_Deal_Submission_Template.xlsx,unique,,,/Users/sunniyaremchuk/RealEstate_Organized/_NeedsReview/Multifamily_Deal_Submission_Template.xlsx,27026,1776556969
/Users/sunniyaremchuk/Downloads/realdeal/realdeal-package.zip,unique,,,/Users/sunniyaremchuk/RealEstate_Organized/_NeedsReview/realdeal-package.zip,27154,1774753388
/Users/sunniyaremchuk/Downloads/realdeal/README.md,unique,,,/Users/sunniyaremchuk/RealEstate_Organized/_NeedsReview/README.md,2875,1774659323
/Users/sunniyaremchuk/Downloads/realdeal/Commercial Underwriting Model.xlsx,unique,,Financials,/Users/sunniyaremchuk/RealEstate_Organized/_Library/Financials/Commercial Underwriting Model.xlsx,27237,1778276629
/Users/sunniyaremchuk/Downloads/Sundia Wellness/Fenugreek Plan Overview.pdf,unique,,Plans & Permits,/Users/sunniyaremchuk/RealEstate_Organized/_Library/Plans & Permits/Fenugreek Plan Overview.pdf,5391,1764399476
/Users/sunniyaremchuk/Downloads/Sundia Wellness/Hormone Enhancer .pdf,unique,,,/Users/sunniyaremchuk/RealEstate_Organized/_NeedsReview/Hormone Enhancer .pdf,5222,1764398693
/Users/sunniyaremchuk/Downloads/Sundia Wellness/Fenugreek Go to Market .pdf,unique,,,/Users/sunniyaremchuk/RealEstate_Organized/_NeedsReview/Fenugreek Go to Market .pdf,6492,1764398997
/Users/sunniyaremchuk/Downloads/Post/IMG_8099 2.jpg,unique,,Photos,/Users/sunniyaremchuk/RealEstate_Organized/_Library/Photos/IMG_8099 2.jpg,7078011,1764117918
/Users/sunniyaremchuk/Downloads/Post/WhatsApp Image 2026-04-15 at 21.14.19.jpeg,duplicate,,(_Duplicates),/Users/sunniyaremchuk/RealEstate_Organized/_Duplicates/Unknown/WhatsApp Image 2026-04-15 at 21.14.19.jpeg,317432,1776305663
/Users/sunniyaremchuk/Downloads/Post/WhatsApp Image 2026-04-15 at 17.14.48.jpeg,primary,,Photos,/Users/sunniyaremchuk/RealEstate_Organized/_Library/Photos/WhatsApp Image 2026-04-15 at 17.14.48.jpeg,317432,1776311240
/Users/sunniyaremchuk/Downloads/Post/WhatsApp Image 2026-04-15 at 21.14.19 (1).jpeg,unique,,Photos,/Users/sunniyaremchuk/RealEstate_Organized/_Library/Photos/WhatsApp Image 2026-04-15 at 21.14.19 (1).jpeg,326165,1776305663
/Users/sunniyaremchuk/Downloads/Post/WhatsApp Image 2026-04-15 at 21.14.19 (2).jpeg,unique,,Photos,/Users/sunniyaremchuk/RealEstate_Organized/_Library/Photos/WhatsApp Image 2026-04-15 at 21.14.19 (2).jpeg,331557,1776305663
/Users/sunniyaremchuk/Downloads/Post/IMG_7980.jpg,unique,,Photos,/Users/sunniyaremchuk/RealEstate_Organized/_Library/Photos/IMG_7980.jpg,7940338,1764032758
/Users/sunniyaremchuk/Downloads/Post/IMG_8097.jpg,unique,,Photos,/Users/sunniyaremchuk/RealEstate_Organized/_Library/Photos/IMG_8097.jpg,7392453,1764117912
/Users/sunniyaremchuk/Downloads/Olds/Appraisal A-11329-23Lsigned.pdf,unique,,Reports,/Users/sunniyaremchuk/RealEstate_Organized/_Library/Reports/Appraisal A-11329-23Lsigned.pdf,7002552,1778652443
/Users/sunniyaremchuk/Downloads/Olds/A-11329-23 Feasibility StudyLsigned.pdf,unique,,,/Users/sunniyaremchuk/RealEstate_Organized/_NeedsReview/A-11329-23 Feasibility StudyLsigned.pdf,6056216,1778652434
/Users/sunniyaremchuk/Downloads/Emanation Corp Docs/EMANATION INVESTMENTS INC._2025POF.pdf,unique,,,/Users/sunniyaremchuk/RealEstate_Organized/_NeedsReview/EMANATION INVESTMENTS INC._2025POF.pdf,93915,1774585915
/Users/sunniyaremchuk/Downloads/Allendale         10646 61 Ave /Purchase Contract 10646 106 St Seller signed.pdf,primary,10646 106,Contracts,/Users/sunniyaremchuk/RealEstate_Organized/10646 106/Contracts/Purchase Contract 10646 106 St Seller signed.pdf,3655455,1774585571
/Users/sunniyaremchuk/Downloads/Allendale         10646 61 Ave /Allendale_Holding_Cost_Summary.xlsx,unique,Allendale,,/Users/sunniyaremchuk/RealEstate_Organized/Allendale/_NeedsReview/Allendale_Holding_Cost_Summary.xlsx,5132,1772552767
/Users/sunniyaremchuk/Downloads/Allendale         10646 61 Ave /10646 61 Inc. Investment Summary (1).xlsx,duplicate,10646 61,(_Duplicates),/Users/sunniyaremchuk/RealEstate_Organized/_Duplicates/10646 61/10646 61 Inc. Investment Summary (1).xlsx,4527054,1776276894
/Users/sunniyaremchuk/Downloads/Allendale         10646 61 Ave /Allendale Investment_Summary.docx,duplicate,Allendale,(_Duplicates),/Users/sunniyaremchuk/RealEstate_Organized/_Duplicates/Allendale/Allendale Investment_Summary.docx,17082,1773510580
/Users/sunniyaremchuk/Downloads/Allendale         10646 61 Ave /Allendale_Project_Cost.xlsx,unique,Allendale,,/Users/sunniyaremchuk/RealEstate_Organized/Allendale/_NeedsReview/Allendale_Project_Cost.xlsx,9943,1779119951
/Users/sunniyaremchuk/Downloads/Allendale         10646 61 Ave /Allendale_6Plex_Full_Partner_Model.xlsx,unique,Allendale,,/Users/sunniyaremchuk/RealEstate_Organized/Allendale/_NeedsReview/Allendale_6Plex_Full_Partner_Model.xlsx,10659,1772028847
/Users/sunniyaremchuk/Downloads/Allendale         10646 61 Ave /Allendale_Investment_Summary.docx,unique,Allendale,,/Users/sunniyaremchuk/RealEstate_Organized/Allendale/_NeedsReview/Allendale_Investment_Summary.docx,15782,1773509895
/Users/sunniyaremchuk/Downloads/Allendale         10646 61 Ave /Allendale_CMHC_Refi_Scenarios.pdf,unique,Allendale,,/Users/sunniyaremchuk/RealEstate_Organized/Allendale/_NeedsReview/Allendale_CMHC_Refi_Scenarios.pdf,6550,1779111656
/Users/sunniyaremchuk/Downloads/Allendale         10646 61 Ave /Allendale_Equity_Model_soft149166.xlsx,unique,Allendale,,/Users/sunniyaremchuk/RealEstate_Organized/Allendale/_NeedsReview/Allendale_Equity_Model_soft149166.xlsx,6206,1772822521
/Users/sunniyaremchuk/Downloads/Allendale         10646 61 Ave /10646 61 Ave Title .pdf,duplicate,10646 61 Ave,(_Duplicates),/Users/sunniyaremchuk/RealEstate_Organized/_Duplicates/10646 61 Ave/10646 61 Ave Title .pdf,41003,1772560858
/Users/sunniyaremchuk/Downloads/Allendale         10646 61 Ave /10646 61 Ave Allendale - Front & Left (4).jpg,primary,Allendale,Photos,/Users/sunniyaremchuk/RealEstate_Organized/Allendale/Photos/10646 61 Ave Allendale - Front & Left (4).jpg,184112,1774228810
/Users/sunniyaremchuk/Downloads/Allendale         10646 61 Ave /10646 61 Ave Allendale - Front & Right.jpg,unique,Allendale,Photos,/Users/sunniyaremchuk/RealEstate_Organized/Allendale/Photos/10646 61 Ave Allendale - Front & Right.jpg,195095,1774228820
/Users/sunniyaremchuk/Downloads/Allendale         10646 61 Ave /Equity_Partnership_Brief.docx,unique,,,/Users/sunniyaremchuk/RealEstate_Organized/_NeedsReview/Equity_Partnership_Brief.docx,17252,1773778549
/Users/sunniyaremchuk/Downloads/Allendale         10646 61 Ave /Allendale 10646 61 St .png,unique,Allendale,Photos,/Users/sunniyaremchuk/RealEstate_Organized/Allendale/Photos/Allendale 10646 61 St .png,2784383,1774234533
/Users/sunniyaremchuk/Downloads/Allendale         10646 61 Ave /Allendale_6Unit_ProForma.xlsx,unique,Allendale,,/Users/sunniyaremchuk/RealEstate_Organized/Allendale/_NeedsReview/Allendale_6Unit_ProForma.xlsx,5597,1772554520
/Users/sunniyaremchuk/Downloads/Allendale         10646 61 Ave /Screenshot 2026-03-31 at 15.24.54.png,unique,,Photos,/Users/sunniyaremchuk/RealEstate_Organized/_Library/Photos/Screenshot 2026-03-31 at 15.24.54.png,1213913,1774992295
/Users/sunniyaremchuk/Downloads/Allendale         10646 61 Ave /Screenshot 2026-02-24 at 10.07.27.png,unique,,Photos,/Users/sunniyaremchuk/RealEstate_Organized/_Library/Photos/Screenshot 2026-02-24 at 10.07.27.png,941944,1771949254
/Users/sunniyaremchuk/Downloads/Allendale         10646 61 Ave /10646 61 Ave Allendale 6 Plex - 002.pdf,unique,Allendale,,/Users/sunniyaremchuk/RealEstate_Organized/Allendale/_NeedsReview/10646 61 Ave Allendale 6 Plex - 002.pdf,372005,1771986906
/Users/sunniyaremchuk/Downloads/Allendale         10646 61 Ave /10646 61 Ave Allendale 6 Plex - 003.pdf,duplicate,Allendale,(_Duplicates),/Users/sunniyaremchuk/RealEstate_Organized/_Duplicates/Allendale/10646 61 Ave Allendale 6 Plex - 003.pdf,425551,1772561701
/Users/sunniyaremchuk/Downloads/Allendale         10646 61 Ave /Allendale_Equity_Summary_May2026.pdf,unique,Allendale,,/Users/sunniyaremchuk/RealEstate_Organized/Allendale/_NeedsReview/Allendale_Equity_Summary_May2026.pdf,4502,1779111102
/Users/sunniyaremchuk/Downloads/Allendale         10646 61 Ave /10646 61 Inc Purchase Contract.pdf,duplicate,10646 61,(_Duplicates),/Users/sunniyaremchuk/RealEstate_Organized/_Duplicates/10646 61/10646 61 Inc Purchase Contract.pdf,3655455,1772488788
/Users/sunniyaremchuk/Downloads/Allendale         10646 61 Ave /Allendale 10646 61 Ave.pdf,unique,Allendale,,/Users/sunniyaremchuk/RealEstate_Organized/Allendale/_NeedsReview/Allendale 10646 61 Ave.pdf,75936,1767812060
/Users/sunniyaremchuk/Downloads/Allendale         10646 61 Ave /10646 61 Ave Allendale 6 Plex - 003 (1).pdf,primary,Allendale,,/Users/sunniyaremchuk/RealEstate_Organized/Allendale/_NeedsReview/10646 61 Ave Allendale 6 Plex - 003 (1).pdf,425551,1772656418
/Users/sunniyaremchuk/Downloads/Allendale         10646 61 Ave /10646 Pro-Forma .xlsx,unique,,Financials,/Users/sunniyaremchuk/RealEstate_Organized/_Library/Financials/10646 Pro-Forma .xlsx,8220,1779240940
/Users/sunniyaremchuk/Downloads/Allendale         10646 61 Ave /10646 61 Inc. Investment Summary.xlsx,unique,10646 61,Financials,/Users/sunniyaremchuk/RealEstate_Organized/10646 61/Financials/10646 61 Inc. Investment Summary.xlsx,4527098,1772827338
/Users/sunniyaremchuk/Downloads/Allendale         10646 61 Ave /WhatsApp Image 2026-03-05 at 12.02.26.jpeg,unique,,Photos,/Users/sunniyaremchuk/RealEstate_Organized/_Library/Photos/WhatsApp Image 2026-03-05 at 12.02.26.jpeg,352146,1772821738
/Users/sunniyaremchuk/Downloads/Allendale         10646 61 Ave /Emanation Investments Inc - Commitment Letter - AB.pdf,unique,,,/Users/sunniyaremchuk/RealEstate_Organized/_NeedsReview/Emanation Investments Inc - Commitment Letter - AB.pdf,354741,1772550496
/Users/sunniyaremchuk/Downloads/Allendale         10646 61 Ave /252295916_56441897_0_0.pdf,primary,,,/Users/sunniyaremchuk/RealEstate_Organized/_NeedsReview/252295916_56441897_0_0.pdf,41003,1774585597
/Users/sunniyaremchuk/Downloads/Allendale         10646 61 Ave /Allendale_10646_61Ave_Financials.xlsx,unique,Allendale,,/Users/sunniyaremchuk/RealEstate_Organized/Allendale/_NeedsReview/Allendale_10646_61Ave_Financials.xlsx,9884,1772561215
/Users/sunniyaremchuk/Downloads/Allendale         10646 61 Ave /10646 61 Inc. Investment Summary (1) (1).xlsx,primary,10646 61,Financials,/Users/sunniyaremchuk/RealEstate_Organized/10646 61/Financials/10646 61 Inc. Investment Summary (1) (1).xlsx,4527054,1779110464
