record_type,name,email,phones,company,roles,asset_classes,strategies,markets,notes,sources
company_phone,,,(403) 320-3988,Lethbridge Community Out of School Association,Property owner,,,Calgary; Other Canada,,export (5).xlsx
company_phone,,,(403) 380-3400,Lethbridge Food Market,Property owner,,,Calgary; Other Canada,,Co-Star_ Alberta (After 2014).xlsx
company_phone,Levi Sharko,,(587) 881-1384,,Property owner,,,Calgary; Edmonton; Other Canada,,5K Canada list 0.csv
company_phone,Liang Nang,,(403) 341-3580,,Property owner,,,Calgary; Other Canada,,5K Canada list 0.csv
company_phone,,,(403) 273-0202,Lievaart Farms,Property owner,,,Calgary,,Call- Aamir Co-Star_ Alberta (After 2014).xlsx
company_phone,Linda Mayhew,,(403) 347-0276,,Property owner,,,Calgary; Other Canada,,5K Canada list 0.csv
company_phone,Lionel Lizee,,(403) 342-5792,,Property owner,,,Calgary; Other Canada,,5K Canada list 0.csv
company_phone,Lionel Weseen,,(403) 986-1495,,Property owner,,,Calgary; Other Canada,,5K Canada list 0.csv
company_phone,,,(403) 453-1615,Liquor Bank Northmount,Property owner,,,Calgary,,export (16).xlsx
company_phone,,,(403) 272-4126,Liquor Plus,Property owner,,,Calgary,,export (16).xlsx
company_phone,,,(403) 646-0300,"Lively, Kurtis",Property owner,,,Calgary; Other Canada,,"BC, Co-Star, Buyers, All, After 2014.xlsx | Call- Aamir Co-Star_ Alberta (After 2014).xlsx | Co-Star_ Alberta (After 2014).xlsx | LINKEDIN- Co-Star_ Alberta (After 2014).xlsx | export (12).xlsx"
company_phone,,,(403) 248-0990,Lloyd Deitz,Property owner,,,Calgary,,Call- Aamir Co-Star_ Alberta (After 2014).xlsx
company_phone,Lloyd G Smith,,(403) 346-1272,,Property owner,,,Calgary; Other Canada,,5K Canada list 0.csv
company_phone,Lloyd McMurdo,,(403) 347-1681,,Property owner,,,Calgary; Other Canada,,5K Canada list 0.csv
company_phone,Lloyd Nelson,,(403) 309-3597,,Property owner,,,Calgary; Other Canada,,5K Canada list 0.csv
company_phone,Lloyd T Paul,,(403) 342-6864,,Property owner,,,Calgary; Other Canada,,5K Canada list 0.csv
company_phone,,,(403) 522-3555,LLSR dupe delete,Property owner,,,Calgary,,"BC, Co-Star, Buyers, All, After 2014.xlsx | Co-Star_ Alberta (After 2014).xlsx"
company_phone,,,(587) 758-7462,"Loknath, Harish",Property owner,,,Calgary; Edmonton,,export (5).xlsx
company_phone,,,(403) 320-8131,Lone Tree Legacy (2010) Inc.,Property owner,,,Calgary; Other Canada,,Co-Star_ Alberta (After 2014).xlsx | export (5).xlsx
company_phone,,,(403) 920-2000,"Longo, Michael",Property owner,,,Calgary,,"BC, Co-Star, Buyers, All, After 2014.xlsx | Co-Star_ Alberta (After 2014).xlsx | LINKEDIN- Co-Star_ Alberta (After 2014).xlsx"
company_phone,Lorelei Whittemore,,(403) 346-4651,,Property owner,,,Calgary; Other Canada,,5K Canada list 0.csv
company_phone,,,(403) 295-7719,Lorne Brennan,Property owner,,,Calgary,,"BC, Co-Star, Buyers, All, After 2014.xlsx | Co-Star_ Alberta (After 2014).xlsx | LINKEDIN- Co-Star_ Alberta (After 2014).xlsx | export (4).xlsx"
company_phone,,,(587) 269-3318,Lorne Janzen,Property owner,,,Calgary; Edmonton; Other Canada,,"BC, Co-Star, Buyers, All, After 2014.xlsx | Co-Star_ Alberta (After 2014).xlsx | LINKEDIN- Co-Star_ Alberta (After 2014).xlsx | export (4).xlsx"
company_phone,Lorne Ray,,(403) 309-0698,,Property owner,,,Calgary; Other Canada,,5K Canada list 0.csv
company_phone,Lorne Raymond,,(403) 342-7733,,Property owner,,,Calgary; Other Canada,,5K Canada list 0.csv
company_phone,,,(403) 274-3791,Louisa Kwong,Property owner,,,Calgary,,"BC, Co-Star, Buyers, All, After 2014.xlsx | Co-Star_ Alberta (After 2014).xlsx | LINKEDIN- Co-Star_ Alberta (After 2014).xlsx | export (4).xlsx | export (6).xlsx"
company_phone,Louise Stubert,,(403) 343-2246,,Property owner,,,Calgary; Other Canada,,5K Canada list 0.csv
company_phone,,,(403) 264-7464,LW Survey,Property owner,,,Calgary,,Co-Star_ Alberta (After 2014).xlsx
company_phone,Lyle Parker,,(403) 346-9015,,Property owner,,,Calgary; Other Canada,,5K Canada list 0.csv
company_phone,Lyle Parker,,(403) 346-8802,,Property owner,,,Calgary; Other Canada,,5K Canada list 0.csv
company_phone,,,(403) 337-3491,Lyle Weber,Property owner,,,Calgary; Other Canada,,export (6).xlsx
company_phone,Lyndon Schlitter,,(403) 341-3264,,Property owner,,,Calgary; Other Canada,,5K Canada list 0.csv
company_phone,,,(403) 254-9864,Lynn Hill,Property owner,,,Calgary,,"BC, Co-Star, Buyers, All, After 2014.xlsx | Co-Star_ Alberta (After 2014).xlsx | LINKEDIN- Co-Star_ Alberta (After 2014).xlsx | export (4).xlsx"
company_phone,,,(403) 217-4114,Lynnwood Roofing LTD,Property owner,,,Calgary,,Co-Star_ Alberta (After 2014).xlsx
company_phone,M & C Olesen,,(403) 341-5621,,Property owner,,,Calgary; Other Canada,,5K Canada list 0.csv
company_phone,M & E Monteith,,(587) 290-2261,,Property owner,,,Calgary; Edmonton; Other Canada,,5K Canada list 0.csv
company_phone,M & K Lambert,,(403) 347-8333,,Property owner,,,Calgary; Other Canada,,5K Canada list 0.csv
company_phone,M & L Teulon,,(403) 309-5918,,Property owner,,,Calgary; Other Canada,,5K Canada list 0.csv
company_phone,M & M Magas,,(403) 309-4599,,Property owner,,,Calgary; Other Canada,,5K Canada list 0.csv
company_phone,M G Manser,,(403) 343-8218,,Property owner,,,Calgary; Other Canada,,5K Canada list 0.csv
company_phone,M I Pierre,,(403) 755-9324,,Property owner,,,Calgary; Other Canada,,5K Canada list 0.csv
company_phone,M J O'Hanlon,,(403) 342-1583,,Property owner,,,Calgary; Other Canada,,5K Canada list 0.csv
company_phone,M L Piscia,,(403) 347-5205,,Property owner,,,Calgary; Other Canada,,5K Canada list 0.csv
company_phone,M Larraga,,(403) 346-8276,,Property owner,,,Calgary; Other Canada,,5K Canada list 0.csv
company_phone,M Lawes,,(403) 347-4199,,Property owner,,,Calgary; Other Canada,,5K Canada list 0.csv
company_phone,M Lea-Wilson,,(403) 346-6332,,Property owner,,,Calgary; Other Canada,,5K Canada list 0.csv
company_phone,M Little,,(403) 343-0921,,Property owner,,,Calgary; Other Canada,,5K Canada list 0.csv
company_phone,M Longman,,(403) 986-3848,,Property owner,,,Calgary; Other Canada,,5K Canada list 0.csv
company_phone,M Macdougall,,(403) 341-6733,,Property owner,,,Calgary; Other Canada,,5K Canada list 0.csv
company_phone,M MacFarlan,,(403) 348-0935,,Property owner,,,Calgary; Other Canada,,5K Canada list 0.csv
company_phone,M Marcelo,,(403) 358-5212,,Property owner,,,Calgary; Other Canada,,5K Canada list 0.csv
company_phone,M McKinley,,(403) 342-5463,,Property owner,,,Calgary; Other Canada,,5K Canada list 0.csv
company_phone,M McLean,,(403) 340-1234,,Property owner,,,Calgary; Other Canada,,5K Canada list 0.csv
company_phone,M Michalak,,(403) 346-4237,,Property owner,,,Calgary; Other Canada,,5K Canada list 0.csv
company_phone,M Middagh,,(403) 341-3197,,Property owner,,,Calgary; Other Canada,,5K Canada list 0.csv
company_phone,M Millard,,(403) 347-4046,,Property owner,,,Calgary; Other Canada,,5K Canada list 0.csv
company_phone,M Mischke,,(403) 346-2218,,Property owner,,,Calgary; Other Canada,,5K Canada list 0.csv
company_phone,M Morgan,,(403) 348-5204,,Property owner,,,Calgary; Other Canada,,5K Canada list 0.csv
company_phone,M N Vincent,,(403) 347-1433,,Property owner,,,Calgary; Other Canada,,5K Canada list 0.csv
company_phone,M Olsen,,(403) 342-4563,,Property owner,,,Calgary; Other Canada,,5K Canada list 0.csv
company_phone,M Parial,,(403) 986-2478,,Property owner,,,Calgary; Other Canada,,5K Canada list 0.csv
company_phone,M Pavlick,,(403) 314-0036,,Property owner,,,Calgary; Other Canada,,5K Canada list 0.csv
company_phone,M Pelletier,,(403) 346-2351,,Property owner,,,Calgary; Other Canada,,5K Canada list 0.csv
company_phone,M Pitre,,(403) 342-4372,,Property owner,,,Calgary; Other Canada,,5K Canada list 0.csv
company_phone,M R Oatway,,(403) 346-4558,,Property owner,,,Calgary; Other Canada,,5K Canada list 0.csv
company_phone,M Ross Whelan,,(403) 309-2343,,Property owner,,,Calgary; Other Canada,,5K Canada list 0.csv
company_phone,M S Peters,,(403) 342-7470,,Property owner,,,Calgary; Other Canada,,5K Canada list 0.csv
company_phone,M Salon,,(403) 314-9332,,Property owner,,,Calgary; Other Canada,,5K Canada list 0.csv
company_phone,M Sawisky,,(403) 341-4509,,Property owner,,,Calgary; Other Canada,,5K Canada list 0.csv
company_phone,M Stanier,,(403) 346-0214,,Property owner,,,Calgary; Other Canada,,5K Canada list 0.csv
company_phone,M Steinhoff,,(403) 346-9938,,Property owner,,,Calgary; Other Canada,,5K Canada list 0.csv
company_phone,M Stone,,(403) 346-7359,,Property owner,,,Calgary; Other Canada,,5K Canada list 0.csv
company_phone,M Strilchuk,,(403) 347-8494,,Property owner,,,Calgary; Other Canada,,5K Canada list 0.csv
company_phone,M Sullivan,,(403) 664-3383,,Property owner,,,Calgary; Other Canada,,5K Canada list 0.csv
company_phone,M Thurmeier,,(403) 343-2475,,Property owner,,,Calgary; Other Canada,,5K Canada list 0.csv
company_phone,M W Weekley,,(403) 646-5569,,Property owner,,,Calgary; Other Canada,,5K Canada list 0.csv
company_phone,M W Weekley,,(403) 342-6339,,Property owner,,,Calgary; Other Canada,,5K Canada list 0.csv
company_phone,M Walker,,(403) 343-2748,,Property owner,,,Calgary; Other Canada,,5K Canada list 0.csv
company_phone,M Waterfield,,(403) 347-0886,,Property owner,,,Calgary; Other Canada,,5K Canada list 0.csv
company_phone,M Wittman,,(403) 755-9506,,Property owner,,,Calgary; Other Canada,,5K Canada list 0.csv
company_phone,M Younie,,(403) 346-1893,,Property owner,,,Calgary; Other Canada,,5K Canada list 0.csv
company_phone,M Zacharias,,(403) 342-1479,,Property owner,,,Calgary; Other Canada,,5K Canada list 0.csv
company_phone,M\&J Macleod,,(403) 754-1470,,Property owner,,,Calgary; Other Canada,,5K Canada list 0.csv
company_phone,Madison Millar,,(587) 457-8709,,Property owner,,,Calgary; Edmonton; Other Canada,,5K Canada list 0.csv
company_phone,,,(403) 948-0262,Magic Mountain Day Care,Property owner,,,Calgary; Other Canada,,export (6).xlsx
company_phone,,,(403) 262-9100,Magna Hardwood Floors International Inc,Property owner,,,Calgary,,Co-Star_ Alberta (After 2014).xlsx
company_phone,,,(587) 597-6727,Maintenance Sustaining Capital Projects Ltd.,Property owner,,,Calgary; Edmonton; Other Canada,,Co-Star_ Alberta (After 2014).xlsx
company_phone,,,(403) 978-0907,Major Brar,Property owner,,,Calgary,,"BC, Co-Star, Buyers, All, After 2014.xlsx | Call- Aamir Co-Star_ Alberta (After 2014).xlsx | Co-Star_ Alberta (After 2014).xlsx | LINKEDIN- Co-Star_ Alberta (After 2014).xlsx | export (12).xlsx"
company_phone,,,(587) 414-0293,Make Space Storage,Property owner,,,Calgary; Edmonton,,Co-Star_ Alberta (After 2014).xlsx
company_phone,,,(306) 425-9811,MAN Management,Property owner,,,Calgary; Other Canada,,export (6).xlsx
company_phone,,,(403) 243-8425,Manchester Bottle Depot,Property owner,,,Calgary,,Co-Star_ Alberta (After 2014).xlsx
company_phone,,,(403) 366-4191,Mandeep Bedi,Property owner,,,Calgary,,"BC, Co-Star, Buyers, All, After 2014.xlsx | Co-Star_ Alberta (After 2014).xlsx | LINKEDIN- Co-Star_ Alberta (After 2014).xlsx | export (4).xlsx"
company_phone,,,(403) 280-1140,Manfred Merkel,Property owner,,,Calgary,,export (6).xlsx
company_phone,,,(403) 293-3751,"Manhas, Mohinder",Property owner,,,Calgary,,"BC, Co-Star, Buyers, All, After 2014.xlsx | Co-Star_ Alberta (After 2014).xlsx | LINKEDIN- Co-Star_ Alberta (After 2014).xlsx"
company_phone,Manju Sund,,(587) 881-8173,,Property owner,,,Calgary; Edmonton; Other Canada,,5K Canada list 0.csv
company_phone,,,(587) 463-6308,Maple Legal Services,Property owner,,,Calgary; Edmonton,,Co-Star_ Alberta (After 2014).xlsx | export (5).xlsx
company_phone,,,(403) 288-4020,Marc Langlois,Property owner,,,Calgary,,"BC, Co-Star, Buyers, All, After 2014.xlsx | Co-Star_ Alberta (After 2014).xlsx"
company_phone,,,(403) 556-6556,Marcel Hochstein,Property owner,,,Calgary; Other Canada,,"BC, Co-Star, Buyers, All, After 2014.xlsx | Co-Star_ Alberta (After 2014).xlsx | LINKEDIN- Co-Star_ Alberta (After 2014).xlsx | export (4).xlsx | export (6).xlsx"
company_phone,Marcel Marin,,(403) 343-6516,,Property owner,,,Calgary; Other Canada,,5K Canada list 0.csv
company_phone,,,(403) 253-6426,Marco DiStefano,Property owner,,,Calgary,,Co-Star_ Alberta (After 2014).xlsx
company_phone,,,(403) 383-2644,Margaret Adu Margaret Adu Margaret Adu,Property owner,,,Calgary,,"BC, Co-Star, Buyers, All, After 2014.xlsx | Co-Star_ Alberta (After 2014).xlsx | LINKEDIN- Co-Star_ Alberta (After 2014).xlsx"
company_phone,,,(403) 935-4871,Mari Thampson,Property owner,,,Calgary,,"BC, Co-Star, Buyers, All, After 2014.xlsx | Co-Star_ Alberta (After 2014).xlsx | LINKEDIN- Co-Star_ Alberta (After 2014).xlsx"
company_phone,,,(587) 356-1233,Maria Hartt,Property owner,,,Calgary; Edmonton,,"BC, Co-Star, Buyers, All, After 2014.xlsx | Co-Star_ Alberta (After 2014).xlsx | LINKEDIN- Co-Star_ Alberta (After 2014).xlsx | export (4).xlsx"
company_phone,Marianne Robson,,(587) 881-0555,,Property owner,,,Calgary; Edmonton; Other Canada,,5K Canada list 0.csv
company_phone,Marie Marie Kirkpatrick,,(403) 309-3610,,Property owner,,,Calgary; Other Canada,,5K Canada list 0.csv
company_phone,,,(780) 453-1362,Marine Dr,Property owner,,,Calgary; Edmonton,,LINKEDIN- Co-Star_ Alberta (After 2014).xlsx
company_phone,Marinus Versluis,,(403) 343-1719,,Property owner,,,Calgary; Other Canada,,5K Canada list 0.csv
company_phone,,,(403) 615-5725,Mark Bizek,Property owner,,,Calgary,,"BC, Co-Star, Buyers, All, After 2014.xlsx | Co-Star_ Alberta (After 2014).xlsx | LINKEDIN- Co-Star_ Alberta (After 2014).xlsx | export (4).xlsx"
company_phone,,,(403) 231-7500,Mark Coney,Property owner,,,Calgary,,"BC, Co-Star, Buyers, All, After 2014.xlsx | Co-Star_ Alberta (After 2014).xlsx | LINKEDIN- Co-Star_ Alberta (After 2014).xlsx | export (4).xlsx"
company_phone,,,(403) 279-2886,Mark Hornby,Property owner,,,Calgary,,"BC, Co-Star, Buyers, All, After 2014.xlsx | Co-Star_ Alberta (After 2014).xlsx | LINKEDIN- Co-Star_ Alberta (After 2014).xlsx"
company_phone,,,(403) 971-4040,Mark J. Berestiansky,Property owner,,,Calgary,,"BC, Co-Star, Buyers, All, After 2014.xlsx | Co-Star_ Alberta (After 2014).xlsx | LINKEDIN- Co-Star_ Alberta (After 2014).xlsx"
company_phone,Mark Menzies,,(403) 340-2715,,Property owner,,,Calgary; Other Canada,,5K Canada list 0.csv
company_phone,Mark Murray,,(587) 880-3442,,Property owner,,,Calgary; Edmonton,,5K Canada list 0.csv
company_phone,Mark Neilson,,(403) 340-0742,,Property owner,,,Calgary; Other Canada,,5K Canada list 0.csv
company_phone,Mark Radke,,(403) 342-1815,,Property owner,,,Calgary; Other Canada,,5K Canada list 0.csv
company_phone,,,(403) 232-4319,Mark St. Pierre,Property owner,,,Calgary,,"BC, Co-Star, Buyers, All, After 2014.xlsx | Co-Star_ Alberta (After 2014).xlsx | LINKEDIN- Co-Star_ Alberta (After 2014).xlsx | export (6).xlsx"
company_phone,Mark Stevenson,,(403) 346-3914,,Property owner,,,Calgary; Other Canada,,5K Canada list 0.csv
company_phone,Marlene Lee,,(403) 309-8366,,Property owner,,,Calgary; Other Canada,,5K Canada list 0.csv
company_phone,,,(403) 650-2563,Marri Properties Ltd.,Property owner,,,Calgary,,Co-Star_ Alberta (After 2014).xlsx
company_phone,,,(403) 271-1033,"Martin, Gregory",Property owner,,,Calgary,,"BC, Co-Star, Buyers, All, After 2014.xlsx | Co-Star_ Alberta (After 2014).xlsx | LINKEDIN- Co-Star_ Alberta (After 2014).xlsx"
company_phone,Martina Unger,,(403) 358-5489,,Property owner,,,Calgary; Other Canada,,5K Canada list 0.csv
company_phone,Martine Peter,,(403) 348-0032,,Property owner,,,Calgary; Other Canada,,5K Canada list 0.csv
company_phone,Marvin L Schultz,,(403) 343-8827,,Property owner,,,Calgary; Other Canada,,5K Canada list 0.csv
company_phone,Marvin Salomons,,(403) 342-6696,,Property owner,,,Calgary; Other Canada,,5K Canada list 0.csv
company_phone,Mary Mackenzie,,(403) 755-9968,,Property owner,,,Calgary; Other Canada,,5K Canada list 0.csv
company_phone,Mary Wiers,,(403) 358-3259,,Property owner,,,Calgary; Other Canada,,5K Canada list 0.csv
company_phone,Marylou Speelman,,(403) 755-5137,,Property owner,,,Calgary; Other Canada,,5K Canada list 0.csv
company_phone,,,(403) 264-5647,Masterlink Data Services,Property owner,,,Calgary,,Co-Star_ Alberta (After 2014).xlsx | LINKEDIN- Co-Star_ Alberta (After 2014).xlsx | export (4).xlsx
company_phone,Mat Reay,,(403) 347-5304,,Property owner,,,Calgary; Other Canada,,5K Canada list 0.csv
company_phone,Mather Mwarewangepo,,(403) 314-9959,,Property owner,,,Calgary; Other Canada,,5K Canada list 0.csv
company_phone,Mathew Spirig,,(587) 881-8025,,Property owner,,,Calgary; Edmonton; Other Canada,,5K Canada list 0.csv
company_phone,Mathew Tokarek,,(587) 461-0446,,Property owner,,,Calgary; Edmonton; Other Canada,,5K Canada list 0.csv
company_phone,,,(403) 333-3523,"Matley, David",Property owner,,,Calgary,,export (6).xlsx
company_phone,Matthew Wood,,(587) 461-7850,,Property owner,,,Calgary; Edmonton; Other Canada,,5K Canada list 0.csv
company_phone,,,(403) 946-5678,MaXfield Inc.,Property owner,,,Calgary; Other Canada,,Co-Star_ Alberta (After 2014).xlsx
company_phone,,,(403) 236-3127,Mayfair Lumber,Property owner,,,Calgary; Other Canada,,Co-Star_ Alberta (After 2014).xlsx
company_phone,,,(403) 279-6395,McCann's Building Movers Ltd,Property owner,,,Calgary,,"BC, Co-Star, Buyers, All, After 2014.xlsx | Co-Star_ Alberta (After 2014).xlsx | LINKEDIN- Co-Star_ Alberta (After 2014).xlsx"
company_phone,,,(403) 259-4939,McCrum's Office Furnishings,Property owner,Commercial,,Calgary,,Co-Star_ Alberta (After 2014).xlsx
company_phone,,,(403) 226-0045,"McIsaac, Robert",Property owner,,,Calgary,,export (5).xlsx
company_phone,,,(403) 352-1772,"McLeod, Terry",Property owner,,,Calgary,,"BC, Co-Star, Buyers, All, After 2014.xlsx | Co-Star_ Alberta (After 2014).xlsx | LINKEDIN- Co-Star_ Alberta (After 2014).xlsx | export (4).xlsx"
company_phone,,,(403) 262-7955,McM Property Management Ltd,Property owner,,,Calgary,,export (6).xlsx
company_phone,,,(403) 271-0160,"McPherson, Robert",Property owner,,,Calgary,,"BC, Co-Star, Buyers, All, After 2014.xlsx | Call- Aamir Co-Star_ Alberta (After 2014).xlsx | Co-Star_ Alberta (After 2014).xlsx | LINKEDIN- Co-Star_ Alberta (After 2014).xlsx | export (12).xlsx"
company_phone,,,(403) 228-0633,Meiko Jewelry Ltd,Property owner,,,Calgary,,export (6).xlsx
company_phone,,,(403) 454-5635,Melcom Development LTD.,Property owner,,,Calgary,,"BC, Co-Star, Buyers, All, After 2014.xlsx | Call- Aamir Co-Star_ Alberta (After 2014).xlsx | Co-Star_ Alberta (After 2014).xlsx | LINKEDIN- Co-Star_ Alberta (After 2014).xlsx | export (12).xlsx"
company_phone,,,(403) 243-0268,Melissa Dalla Zanna,Property owner,,,Calgary,,Co-Star_ Ontario (After 2014).xlsx
company_phone,Melvin Swift,,(403) 341-5105,,Property owner,,,Calgary; Other Canada,,5K Canada list 0.csv
company_phone,,,(403) 398-4533,Memory Express,Property owner,,,Calgary,,"BC, Co-Star, Buyers, All, After 2014.xlsx | Co-Star_ Alberta (After 2014).xlsx | Co-Star_ Ontario (After 2014).xlsx | LINKEDIN- Co-Star_ Alberta (After 2014).xlsx | export (5).xlsx"
company_phone,Mervin Mills,,(403) 986-7681,,Property owner,,,Calgary; Other Canada,,5K Canada list 0.csv
company_phone,Mervin Protz,,(403) 343-3180,,Property owner,,,Calgary; Other Canada,,5K Canada list 0.csv
company_phone,Michael Luft,,(403) 341-6690,,Property owner,,,Calgary; Other Canada,,5K Canada list 0.csv
company_phone,Michael McPherson,,(403) 755-9329,,Property owner,,,Calgary; Other Canada,,5K Canada list 0.csv
company_phone,Michael Riopel,,(403) 343-0827,,Property owner,,,Calgary; Other Canada,,5K Canada list 0.csv
company_phone,Michael Robertson,,(403) 346-1487,,Property owner,,,Calgary; Other Canada,,5K Canada list 0.csv
company_phone,Michael Scheie,,(403) 356-9123,,Property owner,,,Calgary; Other Canada,,5K Canada list 0.csv
company_phone,Michael Shea,,(403) 346-0817,,Property owner,,,Calgary; Other Canada,,5K Canada list 0.csv
company_phone,Michael Waldner,,(587) 269-0947,,Property owner,,,Calgary; Edmonton; Other Canada,,5K Canada list 0.csv
company_phone,,,(403) 328-1323,"Michaelis, Curtis",Property owner,,,Calgary; Other Canada,,"BC, Co-Star, Buyers, All, After 2014.xlsx | Co-Star_ Alberta (After 2014).xlsx | LINKEDIN- Co-Star_ Alberta (After 2014).xlsx | export (4).xlsx"
company_phone,Micheal Pellerin,,(403) 755-4559,,Property owner,,,Calgary; Other Canada,,5K Canada list 0.csv
company_phone,,,(403) 398-5540,Miclor Financial Service Inc,Property owner,,,Calgary,,Co-Star_ BC (After 2014).xlsx
company_phone,,,(403) 250-1594,MicroWatt LifeSafety Solutions,Property owner,,,Calgary,,"BC, Co-Star, Buyers, All, After 2014.xlsx | Co-Star_ Alberta (After 2014).xlsx | LINKEDIN- Co-Star_ Alberta (After 2014).xlsx"
company_phone,,,(403) 254-9899,Midnapore Tire & Autopro,Property owner,,,Calgary,,export (5).xlsx
company_phone,,,(403) 752-4662,Mike Hofer,Property owner,,,Calgary,,"BC, Co-Star, Buyers, All, After 2014.xlsx | Call- Aamir Co-Star_ Alberta (After 2014).xlsx | Co-Star_ Alberta (After 2014).xlsx | LINKEDIN- Co-Star_ Alberta (After 2014).xlsx | export (12).xlsx"
company_phone,Mike Ryan,,(403) 346-2695,,Property owner,,,Calgary; Other Canada,,5K Canada list 0.csv
company_phone,Mike Sandstra,,(403) 347-6889,,Property owner,,,Calgary; Other Canada,,5K Canada list 0.csv
company_phone,,,(403) 272-5487,Mike Vail Trucking Ltd,Property owner,,,Calgary,,Co-Star_ Alberta (After 2014).xlsx
company_phone,,,(403) 815-2024,"Milanko, Holly",Property owner,,,Calgary,,"BC, Co-Star, Buyers, All, After 2014.xlsx | Co-Star_ Alberta (After 2014).xlsx | LINKEDIN- Co-Star_ Alberta (After 2014).xlsx"
company_phone,,,(403) 735-6050,Millenium Motors Calgary Inc,Property owner,,,Calgary,,Co-Star_ Alberta (After 2014).xlsx | export (5).xlsx
company_phone,,,(403) 358-8326,Milo Group,Property owner,,,Calgary; Other Canada,,Co-Star_ Alberta (After 2014).xlsx
company_phone,,,(403) 276-7618,Miroc Capital Corporation,Property owner,,,Calgary,,export (5).xlsx
company_phone,,,(403) 399-8856,Modar Properties,Property owner; Seller,Land,,Calgary,,Co-Star_ BC (After 2014).xlsx | Land Sellers Alberta_ Co-Star.xlsx
company_phone,,,(403) 265-2929,Modern Eye,Property owner,,,Calgary,,export (5).xlsx
company_phone,,,(587) 755-6177,Mohamad Saleh,Property owner,,,Calgary; Edmonton,,"BC, Co-Star, Buyers, All, After 2014.xlsx | Co-Star_ Alberta (After 2014).xlsx | LINKEDIN- Co-Star_ Alberta (After 2014).xlsx | export (6).xlsx"
company_phone,,,(403) 250-8701,Mohammed H Khatri Professional Corporation,Property owner,,,Calgary,,export (6).xlsx
company_phone,,,(403) 293-1399,Mohinder,Property owner,,,Calgary,,Co-Star_ Alberta (After 2014).xlsx
company_phone,,,(403) 269-8500,Moore Wittman Phillips,Property owner,,,Calgary,,export (5).xlsx
company_phone,,,(480) 833-8616,Morley R Wolfer,Property owner,,,Calgary; USA,,"BC, Co-Star, Buyers, All, After 2014.xlsx | Co-Star_ Alberta (After 2014).xlsx | LINKEDIN- Co-Star_ Alberta (After 2014).xlsx"
company_phone,,,(403) 287-3510,Morris & Ann Dancyger,Property owner,,,Calgary,,"BC, Co-Star, Buyers, All, After 2014.xlsx | Co-Star_ Alberta (After 2014).xlsx | LINKEDIN- Co-Star_ Alberta (After 2014).xlsx | export (6).xlsx"
company_phone,,,(403) 366-2854,"Morrison, David",Property owner,,,Calgary,,"BC, Co-Star, Buyers, All, After 2014.xlsx | Co-Star_ Alberta (After 2014).xlsx | LINKEDIN- Co-Star_ Alberta (After 2014).xlsx"
company_phone,Morry Ronspies,,(403) 346-8863,,Property owner,,,Calgary; Other Canada,,5K Canada list 0.csv
company_phone,,,(403) 783-8712,Morsan Farms,Property owner,,,Calgary; Other Canada,,Co-Star_ Alberta (After 2014).xlsx
company_phone,,,(604) 629-8733,Motosel Industrial Group,Property owner,Industrial,,Calgary; Vancouver,,Co-Star_ Alberta (After 2014).xlsx
company_phone,,,(403) 281-0178,"Mould, Jane",Property owner,,,Calgary,,"BC, Co-Star, Buyers, All, After 2014.xlsx | Co-Star_ Alberta (After 2014).xlsx | LINKEDIN- Co-Star_ Alberta (After 2014).xlsx"
company_phone,,,(403) 457-2799,Moulding Store Inc,Property owner,,,Calgary,,Co-Star_ Alberta (After 2014).xlsx
company_phone,,,(403) 453-2800,Mount Royal Dental Centre,Property owner,,,Calgary,,export (5).xlsx
company_phone,,,(403) 272-9845,Mr Fireplace,Property owner,,,Calgary,,Co-Star_ Alberta (After 2014).xlsx
company_phone,,,(403) 520-2040,Mr. Mike's Plumbing LTD,Property owner,,,Calgary,,export (5).xlsx
company_phone,,,(403) 934-9458,MS Magnum Cementing Services,Property owner,,,Calgary; Other Canada,,Co-Star_ Alberta (After 2014).xlsx
company_phone,,,(403) 762-4421,Mt Norquay,Property owner,,,Calgary,,export (5).xlsx
company_phone,,,(403) 257-2331,"Mudd, Robert",Property owner,,,Calgary,,"BC, Co-Star, Buyers, All, After 2014.xlsx | Co-Star_ Alberta (After 2014).xlsx | LINKEDIN- Co-Star_ Alberta (After 2014).xlsx"
company_phone,,,(403) 253-0399,"Muldowney, Celia",Property owner,,,Calgary,,"BC, Co-Star, Buyers, All, After 2014.xlsx | Co-Star_ Alberta (After 2014).xlsx | LINKEDIN- Co-Star_ Alberta (After 2014).xlsx | export (4).xlsx"
company_phone,,,(403) 253-0399,"Muldowney, Gerard",Property owner,,,Calgary,,"BC, Co-Star, Buyers, All, After 2014.xlsx | Co-Star_ Alberta (After 2014).xlsx | LINKEDIN- Co-Star_ Alberta (After 2014).xlsx | export (4).xlsx"
company_phone,,,(403) 752-3007,Murray G. Turner,Property owner,,,Calgary,,"BC, Co-Star, Buyers, All, After 2014.xlsx | Co-Star_ Alberta (After 2014).xlsx | LINKEDIN- Co-Star_ Alberta (After 2014).xlsx | export (4).xlsx"
company_phone,Murray Layden,,(403) 346-8449,,Property owner,,,Calgary; Other Canada,,5K Canada list 0.csv
company_phone,Murray Perrin,,(403) 347-3616,,Property owner,,,Calgary; Other Canada,,5K Canada list 0.csv
company_phone,,,(403) 219-0991,Muslim Community Foundation of Calgary,Property owner,,,Calgary,,Co-Star_ Alberta (After 2014).xlsx
